,Unnamed: 0,recordId,callKey,callDateTime,priority,district,description,callNumber,incidentLocation,location,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,ZIPCode,ESRI_OID,geo,point,latitude,longitude,altitude
26,2537,11615614,5C01020A63962F8B,2022/12/11 14:29:00+00,High,WD,AUTO ACC/INJURY,P223452568,W FRANKLIN ST/N WARWICK AV,W FRANKLIN ST and N WARWICK AV BALTIMORE MD,Penrose/Fayette Street Outreach,Western,721.0,9.0,D8,Southwest Baltimore,Census Tract 2002,21223.0,336116,,"(None, None, None)",,,
0,2538,11615688,5C01020A63963707,2022/12/11 15:01:00+00,High,CD,COMMON ASSAULT,P223452637,300 MCMECHEN ST,300 MCMECHEN ST BALTIMORE MD,Bolton Hill,Central,132.0,11.0,D8,Midtown,Census Tract 1401,21217.0,336119,"300, McMechen Street, Bolton Hill, Baltimore, Maryland, 21217, United States","(39.30753883333333, -76.62734816666666, 0.0)",39.30753883333333,-76.62734816666666,0.0
1,2539,11615811,5C01020A63963F71,2022/12/11 15:37:00+00,High,NE,COMMON ASSAULT,P223452731,2500 ROBB ST,2500 ROBB ST BALTIMORE MD,Coldstream Homestead Montebello,Northeastern,411.0,14.0,D5,Midway/Coldstream,Census Tract 907,21218.0,336122,"2500, Robb Street, Coldstream-Homestead-Montebello, Baltimore, Maryland, 21218, United States","(39.318467, -76.598289, 0.0)",39.318467,-76.598289,0.0
2,2540,11615876,5C01020A639640E9,2022/12/11 15:43:00+00,High,ND,COMMON ASSAULT,P223452760,600 E 35TH ST,600 E 35TH ST BALTIMORE MD,Waverly,Northern,543.0,14.0,D2,The Waverlies,Census Tract 903,21218.0,336124,"600, East 35th Street, Waverly, Baltimore, Maryland, 21218, United States","(39.33106185, -76.60800227012595, 0.0)",39.33106185,-76.60800227012595,0.0
3,2541,11616026,5C01020A6396460A,2022/12/11 16:05:00+00,High,SW,ARMED PERSON,P223452846,1200 N DUKELAND ST,1200 N DUKELAND ST BALTIMORE MD,Winchester,Southwestern,814.0,9.0,D9,Greater Rosemont,Census Tract 1607,21216.0,336128,"1200, North Dukeland Street, Winchester, Baltimore, Maryland, 21216, United States","(39.3018135, -76.66381512004736, 0.0)",39.3018135,-76.66381512004736,0.0
4,2542,11616416,5C01020A6396604A,2022/12/11 17:57:00+00,High,NE,COMMON ASSAULT,P223453394,PARKSIDE SC,PARKSIDE SC BALTIMORE MD,Frankford,Northeastern,443.0,2.0,D4,Cedonia/Frankford,Census Tract 2602.01,21206.0,336134,"Parkside, Baltimore, Maryland, United States","(39.3237115, -76.5556438, 0.0)",39.3237115,-76.5556438,0.0
5,2543,11616933,5C01020A63967F54,2022/12/11 20:09:00+00,High,SD,COMMON ASSAULT,P223453970,600 CHERATON RD,600 CHERATON RD BALTIMORE MD,Cherry Hill,Southern,922.0,10.0,D7,Cherry Hill,Census Tract 2502.07,21225.0,336142,"600, Cheraton Road, Cherry Hill, Brooklyn Park, Maryland, 21225, United States","(39.2521347, -76.62325893403366, 0.0)",39.2521347,-76.62325893403366,0.0
6,2544,11617119,5C01020A63968A9F,2022/12/11 20:57:00+00,High,SE,DISCHRG FIREARM,P223454164,1400 E FAIRMOUNT AV,1400 E FAIRMOUNT AV BALTIMORE MD,Washington Hill,Southeastern,212.0,12.0,D7,Harbor East/Little Italy,Census Tract 301,21231.0,336146,"1400, East Fairmount Avenue, Washington Hill, Baltimore, Maryland, 21231, United States","(39.2921483, -76.5983195, 0.0)",39.2921483,-76.5983195,0.0
7,2545,11617358,5C01020A639699D2,2022/12/11 22:02:00+00,High,SE,OVERDOSE,P223454386,100 N COLLINGTON AV,100 N COLLINGTON AV BALTIMORE MD,Butcher's Hill,Southeastern,212.0,13.0,D5,Patterson Park North & East,Census Tract 603,21231.0,336149,"100, North Collington Avenue, Butchers Hill, Baltimore, Maryland, 21231, United States","(39.29319055, -76.58648425, 0.0)",39.29319055,-76.58648425,0.0
8,2546,11619026,5C01020A63972B46,2022/12/12 08:23:00+00,High,NW,BEHAV CRISIS-VIO,P223461419,4700 SPRINGDALE AV,4700 SPRINGDALE AV BALTIMORE MD,Howard Park,Northwestern,622.0,8.0,D9,Howard Park/West Arlington,Census Tract 2802,21207.0,336155,"4700, Springdale Avenue, Howard Park, Baltimore, Maryland, 21207, United States","(39.328440650000005, -76.69691124162728, 0.0)",39.328440650000005,-76.69691124162728,0.0
9,2547,11619414,5C01020A63973F42,2022/12/12 09:48:00+00,High,SW,COMMON ASSAULT,P223461717,600 S LONGWOOD ST,600 S LONGWOOD ST BALTIMORE MD,Gwynns Falls,Southwestern,832.0,10.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2006,21223.0,336163,"600, South Longwood Street, Gwynn's Falls, Baltimore, Maryland, 21223, United States","(39.277483, -76.666599, 0.0)",39.277483,-76.666599,0.0
10,2548,11620387,5C01020A63977594,2022/12/12 13:40:00+00,High,ED,OVERDOSE,P223462719,E FEDERAL ST/N WOLFE ST,E FEDERAL ST and N WOLFE ST BALTIMORE MD,Broadway East,Eastern,331.0,12.0,D5,Greenmount East,Census Tract 807,21213.0,336178,,"(None, None, None)",,,
11,2549,11620403,5C01020A639776A9,2022/12/12 13:44:00+00,High,SW,OVERDOSE,P223462740,700 POPLAR GROVE ST,700 POPLAR GROVE ST BALTIMORE MD,Franklintown Road,Southwestern,814.0,9.0,D8,Greater Rosemont,Census Tract 1606,21216.0,336179,"700, Poplar Grove Street, Franklintown Road, Baltimore, Maryland, 21216, United States","(39.2955869, -76.6652138, 0.0)",39.2955869,-76.6652138,0.0
12,2550,11620549,5C01020A6397824A,2022/12/12 14:34:00+00,High,NE,COMMON ASSAULT,P223462900,4500 ERDMAN AV,4500 ERDMAN AV BALTIMORE MD,Orchard Ridge,Northeastern,433.0,13.0,D6,Claremont/Armistead,Census Tract 2603.03,21213.0,336183,"4500, Erdman Avenue, Orchard Ridge, Baltimore, Maryland, 21213, United States","(39.30995585, -76.56270997153715, 0.0)",39.30995585,-76.56270997153715,0.0
13,2551,11620535,5C01020A6397854F,2022/12/12 14:47:00+00,High,CD,AUTO ACC/INJURY,P223462930,E BALTIMORE ST/SOUTH ST,E BALTIMORE ST and SOUTH ST BALTIMORE MD,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,21202.0,336185,,"(None, None, None)",,,
14,2552,11620502,5C01020A6397891F,2022/12/12 15:03:00+00,High,CD,COMMON ASSAULT,P223462964,N PRESIDENT ST/E FAYETTE ST,N PRESIDENT ST and E FAYETTE ST BALTIMORE MD,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 302,21202.0,336188,,"(None, None, None)",,,
15,2553,11620691,5C01020A639794C1,2022/12/12 15:53:00+00,High,NE,COMMON ASSAULT,P223463169,2900 PELHAM AV,2900 PELHAM AV BALTIMORE MD,Belair-Edison,Northeastern,432.0,13.0,D5,Belair-Edison,Census Tract 801.01,21213.0,336197,"2900, Pelham Avenue, Belair-Edison, Baltimore, Maryland, 21213, United States","(39.325061672208236, -76.57113664374934, 0.0)",39.32506167220824,-76.57113664374934,0.0
16,2554,11620721,5C01020A639797A1,2022/12/12 16:05:00+00,High,SW,LOST CHILD,P223463221,5300 WYNDHOLME CI,5300 WYNDHOLME CI BALTIMORE MD,Beechfield,Southwestern,833.0,8.0,D10,Beechfield/Ten Hills/West Hills,Census Tract 2501.01,21229.0,336198,,"(None, None, None)",,,
17,2555,11620750,5C01020A639798C8,2022/12/12 16:10:00+00,High,WD,COMMON ASSAULT,P223463237,1100 N MOUNT ST,1100 N MOUNT ST BALTIMORE MD,Sandtown-Winchester,Western,743.0,9.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1603,21217.0,336199,"1100, North Mount Street, Sandtown-Winchester, Baltimore, Maryland, 21217, United States","(39.30111035, -76.64470785129151, 0.0)",39.30111035,-76.64470785129151,0.0
18,2556,11621011,5C01020A63979E4F,2022/12/12 16:34:00+00,High,SE,COMMON ASSAULT,P223463333,2000 BROENING HY,2000 BROENING HY BALTIMORE MD,Canton Industrial Area,Southeastern,233.0,1.0,D7,Southeastern,Census Tract 2606.05,21224.0,336202,,"(None, None, None)",,,
19,2557,11621283,5C01020A6397B12B,2022/12/12 17:54:00+00,High,NE,AUTO ACC/INJURY,P223463741,E 0TH ST/GARRETT AV,E 0TH ST and GARRETT AV BALTIMORE MD,East Baltimore Midway,Eastern,342.0,12.0,D5,Midway/Coldstream,Census Tract 908,21218.0,336210,,"(None, None, None)",,,
20,2558,11621221,5C01020A6397B4F0,2022/12/12 18:10:00+00,High,WD,COMMON ASSAULT,P223463835,2100 W BALTIMORE ST,2100 W BALTIMORE ST BALTIMORE MD,Boyd-Booth,Southwestern,842.0,9.0,D8,Southwest Baltimore,Census Tract 2004,21223.0,336212,"2100, West Baltimore Street, Penrose/Fayette Street Outreach, Baltimore, Maryland, 21223, United States","(39.2881747, -76.6502457, 0.0)",39.2881747,-76.6502457,0.0
21,2559,11621481,5C01020A6397B6CF,2022/12/12 18:18:00+00,High,ND,AUTO ACC/INJURY,P223463882,OLD YORK RD/E 0TH ST,OLD YORK RD and E 0TH ST BALTIMORE MD,Waverly,Northern,543.0,14.0,D2,The Waverlies,Census Tract 903,21218.0,336213,,"(None, None, None)",,,
22,2560,11621204,5C01020A6397B91B,2022/12/12 18:28:00+00,High,ND,NONBREATHING / A,P223463922,3600 KEYSTONE AV,3600 KEYSTONE AV BALTIMORE MD,Woodberry,Northern,533.0,7.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1308.06,21211.0,336215,"3600, Keystone Avenue, Woodberry, Baltimore, Maryland, 21211, United States","(39.3320383, -76.64985534685971, 0.0)",39.3320383,-76.64985534685971,0.0
23,2561,11621854,5C01020A6397D1F1,2022/12/12 20:14:00+00,High,WD,AGGRAV ASSAULT,P223464370,PENNSYLVANIA AV/W NORTH AV,PENNSYLVANIA AV and W NORTH AV BALTIMORE MD,Penn North,Western,733.0,7.0,D9,Penn North/Reservoir Hill,Census Tract 1501,21217.0,336218,,"(None, None, None)",,,
24,2562,11623156,5C01020A63981EFA,2022/12/13 01:43:00+00,High,NE,AGGRAV ASSAULT,P223470477,6500 FRANKFORD AV,6500 FRANKFORD AV BALTIMORE MD,Pulaski Industrial Area,Northeastern,441.0,2.0,D6,Claremont/Armistead,Census Tract 2604.02,21206.0,336238,"6500, Frankford Avenue, Baltimore, Maryland, 21206, United States","(39.313708, -76.540762, 0.0)",39.313708,-76.540762,0.0
25,2563,11623110,5C01020A63982022,2022/12/13 01:48:00+00,High,SD,COMMON ASSAULT,P223470502,1100 KEY HY,1100 KEY HY BALTIMORE MD,Riverside,Southern,943.0,11.0,D7,Inner Harbor/Federal Hill,Census Tract 2402,21230.0,336239,,"(None, None, None)",,,
26,2564,11623804,5C01020A63983A33,2022/12/13 03:39:00+00,High,WD,FIRE,P223471055,MONDAWMIN MALL,MONDAWMIN MALL BALTIMORE MD,Mondawmin,Western,731.0,7.0,D9,Greater Mondawmin,Census Tract 1505,21215.0,336249,"Mondawmin Mall, Mondawmin, Baltimore, Maryland, United States","(39.3174318, -76.65518188701736, 0.0)",39.3174318,-76.65518188701736,0.0
0,2565,11624081,5C01020A63986C33,2022/12/13 07:12:00+00,High,CD,COMMON ASSAULT,P223471467,1100 N CALVERT ST,1100 N CALVERT ST BALTIMORE MD,Mid-Town Belvedere,Central,141.0,12.0,D8,Midtown,Census Tract 1101,21202.0,336264,"1100, North Calvert Street, Mid-Town Belvedere, Baltimore, Maryland, 21202, United States","(39.30262, -76.613358, 0.0)",39.30262,-76.613358,0.0
1,2566,11624178,5C01020A63987CD7,2022/12/13 08:23:00+00,High,SD,COMMON ASSAULT,P223471680,900 LEADENHALL ST,900 LEADENHALL ST BALTIMORE MD,Sharp-Leadenhall,Southern,941.0,11.0,D7,Inner Harbor/Federal Hill,Census Tract 2301,21230.0,336271,"Leadenhall Street, Sharp-Leadenhall, Baltimore, Maryland, 21230, United States","(39.2769486, -76.6178492, 0.0)",39.2769486,-76.6178492,0.0
2,2567,11624409,5C01020A63988B5B,2022/12/13 09:25:00+00,High,SD,WATER RESCUE,P223471913,AUDREY AV/0TH ST,AUDREY AV and 0TH ST BALTIMORE MD,Brooklyn,Southern,913.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,21225.0,336276,,"(None, None, None)",,,
3,2568,11625695,5C01020A6398D8C1,2022/12/13 14:55:00+00,High,SW,AGGRAV ASSAULT,P223473216,2900 KINGSLEY ST,2900 KINGSLEY ST BALTIMORE MD,Gwynns Falls,Southwestern,832.0,10.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2006,21223.0,336301,"2900, Kingsley Street, Gwynn's Falls, Baltimore, Maryland, 21223, United States","(39.278236199999995, -76.66453770360073, 0.0)",39.2782362,-76.66453770360073,0.0
4,2569,11625713,5C01020A6398DA1D,2022/12/13 15:01:00+00,High,SD,CUTTING,P223473232,2800 SETHLOW RD,2800 SETHLOW RD BALTIMORE MD,Cherry Hill,Southern,922.0,10.0,D7,Cherry Hill,Census Tract 2502.04,21225.0,336302,"2800, Sethlow Road, Cherry Hill, Baltimore, Maryland, 21225, United States","(39.24882875213789, -76.63020817404706, 0.0)",39.24882875213789,-76.63020817404706,0.0
5,2570,11625702,5C01020A6398DCA9,2022/12/13 15:12:00+00,High,SE,COMMON ASSAULT,P223473265,600 S PRESIDENT ST,600 S PRESIDENT ST BALTIMORE MD,Inner Harbor,Southeastern,211.0,1.0,D7,Harbor East/Little Italy,Census Tract 302,21202.0,336304,"600, South President Street, Inner Harbor, Baltimore, Maryland, 21202, United States","(39.284035, -76.602759, 0.0)",39.284035,-76.602759,0.0
6,2571,11625947,5C01020A6398E7BC,2022/12/13 15:59:00+00,High,SW,ARMED PERSON,P223473461,4600 EDMONDSON AV,4600 EDMONDSON AV BALTIMORE MD,Rognel Heights,Southwestern,822.0,8.0,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.01,21229.0,336308,"Advance Auto Parts, 4600, Edmondson Avenue, Hunting Ridge, Baltimore, Maryland, 21229, United States","(39.2939367, -76.69425360194938, 0.0)",39.2939367,-76.69425360194938,0.0
7,2572,11625915,5C01020A6398E932,2022/12/13 16:05:00+00,High,SD,COMMON ASSAULT,P223473502,1500 CYPRESS ST,1500 CYPRESS ST BALTIMORE MD,Curtis Bay,Southern,911.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,21226.0,336310,"1500, Cypress Street, Curtis Bay, Baltimore, Maryland, 21226, United States","(39.22385525, -76.58970498333167, 0.0)",39.22385525,-76.58970498333167,0.0
8,2573,11626433,5C01020A63990520,2022/12/13 18:05:00+00,High,NW,COMMON ASSAULT,P223474086,3600 GLENGYLE AV,3600 GLENGYLE AV BALTIMORE MD,Fallstaff,Northwestern,631.0,5.0,D1,Glen-Fallstaff,Census Tract 2720.07,21215.0,336322,"3600, Glengyle Avenue, Fallstaff, Baltimore, Baltimore County, Maryland, 21215, United States","(39.367245, -76.705993, 0.0)",39.367245,-76.705993,0.0
9,2574,11626538,5C01020A6399064A,2022/12/13 18:10:00+00,High,NW,COMMON ASSAULT,P223474114,3600 GLENGYLE AV,3600 GLENGYLE AV BALTIMORE MD,Fallstaff,Northwestern,631.0,5.0,D1,Glen-Fallstaff,Census Tract 2720.07,21215.0,336323,"3600, Glengyle Avenue, Fallstaff, Baltimore, Baltimore County, Maryland, 21215, United States","(39.367245, -76.705993, 0.0)",39.367245,-76.705993,0.0
10,2575,11626461,5C01020A6399069A,2022/12/13 18:11:00+00,High,NE,SHOOTING,P223474121,SILVERBELL RD/ARIZONA AV,SILVERBELL RD and ARIZONA AV BALTIMORE MD,Cedonia,Northeastern,441.0,2.0,D4,Cedonia/Frankford,Census Tract 2601.02,21206.0,336324,,"(None, None, None)",,,
11,2576,11626818,5C01020A63990BBE,2022/12/13 18:33:00+00,High,NW,DISCHRG FIREARM,P223474225,6900 FIELDCREST RD,6900 FIELDCREST RD BALTIMORE MD,Fallstaff,Northwestern,631.0,5.0,D1,Glen-Fallstaff,Census Tract 2720.07,21215.0,336327,"6900, Fieldcrest Road, Fallstaff, Baltimore, Maryland, 21215, United States","(39.36306055, -76.70626053949113, 0.0)",39.36306055,-76.70626053949113,0.0
12,2577,11626999,5C01020A639922A7,2022/12/13 20:11:00+00,High,ND,SHOOTING,P223474669,5300 MIDWOOD AV,5300 MIDWOOD AV BALTIMORE MD,Woodbourne-McCabe,Northern,524.0,4.0,D2,Greater Govans,Census Tract 2710.02,21212.0,336337,"5300, Midwood Avenue, Woodbourne-McCabe, Baltimore, Maryland, 21212, United States","(39.35287165, -76.60284129525283, 0.0)",39.35287165,-76.60284129525283,0.0
13,2578,11627167,5C01020A63992737,2022/12/13 20:30:00+00,High,WD,OVERDOSE,P223474782,1800 W FAYETTE ST,1800 W FAYETTE ST BALTIMORE MD,Franklin Square,Western,711.0,9.0,D8,Southwest Baltimore,Census Tract 2001,21223.0,336340,"1800, West Fayette Street, Franklin Square, Baltimore, Maryland, 21223, United States","(39.2896839, -76.6454243, 0.0)",39.2896839,-76.6454243,0.0
14,2579,11627324,5C01020A639929FB,2022/12/13 20:42:00+00,High,NE,AUTO ACC/INJURY,P223474837,6200 PERRING PY,6200 PERRING PY BALTIMORE MD,Mt Pleasant Park,Northeastern,415.0,3.0,D3,Loch Raven,Census Tract 2708.03,21239.0,336342,,"(None, None, None)",,,
15,2580,11629290,5C01020A6399CA9F,2022/12/14 08:07:00+00,High,WD,OVERDOSE,P223481524,2500 PENNSYLVANIA AV,2500 PENNSYLVANIA AV BALTIMORE MD,Penn North,Western,733.0,7.0,D2,Penn North/Reservoir Hill,Census Tract 1303,21217.0,336360,"Maryland Department of Social Services Penn-North Center, 2500, Pennsylvania Avenue, Penn-North, Baltimore, Maryland, 21217, United States","(39.3105668, -76.6433184, 0.0)",39.3105668,-76.6433184,0.0
16,2581,11629857,5C01020A6399EC88,2022/12/14 10:32:00+00,High,CD,AGGRAV ASSAULT,P223482047,300 W CHASE ST,300 W CHASE ST BALTIMORE MD,Mid-Town Belvedere,Central,141.0,11.0,D8,Midtown,Census Tract 1102,21201.0,336375,"West Chase Street, Mid-Town Belvedere, Baltimore, Maryland, 21201, United States","(39.301154, -76.6199488, 0.0)",39.301154,-76.6199488,0.0
17,2582,11630094,5C01020A6399F680,2022/12/14 11:14:00+00,High,ED,AUTO ACC/INJURY,P223482240,E BIDDLE ST/N CENTRAL AV,E BIDDLE ST and N CENTRAL AV BALTIMORE MD,Johnston Square,Eastern,343.0,12.0,D5,Greenmount East,Census Tract 1001,21202.0,336384,,"(None, None, None)",,,
18,2583,11630712,5C01020A639A1A45,2022/12/14 13:47:00+00,High,CD,COMMON ASSAULT,P223482853,1100 W NORTH AV,1100 W NORTH AV BALTIMORE MD,Druid Heights,Central,131.0,7.0,D8,Upton/Druid Heights,Census Tract 1403,21217.0,336690,"1100, West North Avenue, Reservoir Hill, Baltimore, Maryland, 21217, United States","(39.310594550000005, -76.63617526342563, 0.0)",39.310594550000005,-76.63617526342563,0.0
19,2584,11636549,5C01020A639BAFB0,2022/12/15 18:37:00+00,High,SD,COMMON ASSAULT,P223493893,4200 CURTIS AV,4200 CURTIS AV BALTIMORE MD,Curtis Bay,Southern,911.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,21226.0,336700,"4200, Curtis Avenue, Curtis Bay, Baltimore, Maryland, 21226, United States","(39.227553900000004, -76.58721954576652, 0.0)",39.2275539,-76.58721954576652,0.0
20,2585,11636469,5C01020A639BB0F3,2022/12/15 18:42:00+00,High,SD,COMMON ASSAULT,P223493911,1600 PLUM ST,1600 PLUM ST BALTIMORE MD,Curtis Bay,Southern,911.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,21226.0,336701,"1600, Plum Street, Curtis Bay, Baltimore, Maryland, 21226, United States","(39.228457, -76.588605, 0.0)",39.228457,-76.588605,0.0
21,2586,11636591,5C01020A639BB243,2022/12/15 18:48:00+00,High,NE,COMMON ASSAULT,P223493951,1700 E COLD SPRING LN,1700 E COLD SPRING LN BALTIMORE MD,Morgan State University,Northeastern,421.0,3.0,D4,Northwood,Census Tract 2709.02,21251.0,336703,"Morgan State University, 1700, East Cold Spring Lane, Northwood, Baltimore, Maryland, 21251, United States","(39.3446663, -76.58360941503034, 0.0)",39.3446663,-76.58360941503034,0.0
22,2587,11636834,5C01020A639BC5CC,2022/12/15 20:11:00+00,High,NW,COMMON ASSAULT,P223494295,7000 SURREY DR,7000 SURREY DR BALTIMORE MD,Fallstaff,Northwestern,631.0,5.0,D1,Glen-Fallstaff,Census Tract 2720.07,21215.0,336710,"7000, Surrey Drive, Fallstaff, Baltimore, Maryland, 21215, United States","(39.363112900000004, -76.7069855007733, 0.0)",39.3631129,-76.7069855007733,0.0
23,2588,11637001,5C01020A639BCB99,2022/12/15 20:36:00+00,High,SD,AGGRAV ASSAULT,P223494394,1500 RUSSELL ST,1500 RUSSELL ST BALTIMORE MD,Carroll - Camden Industrial Area,Southern,941.0,10.0,D7,Washington Village/Pigtown,Census Tract 2101,21230.0,336712,"Citgo, 1500, Russell Street, South Baltimore, Baltimore, Maryland, 21230, United States","(39.274421200000006, -76.62779040000001, 0.0)",39.274421200000006,-76.62779040000001,0.0
24,2589,11637416,5C01020A639BF00D,2022/12/15 23:11:00+00,High,SW,BURGLARY,P223494847,2500 FREDERICK AV,2500 FREDERICK AV BALTIMORE MD,Millhill,Southwestern,841.0,9.0,D8,Southwest Baltimore,Census Tract 2005,21223.0,336723,"2500, Frederick Avenue, Shipley Hill, Baltimore, Maryland, 21223, United States","(39.283461599999995, -76.65610635110156, 0.0)",39.2834616,-76.65610635110156,0.0
25,2590,11640340,5C01020A639CE0E1,2022/12/16 16:19:00+00,High,ED,AUTO ACC/INJURY,P223503070,1600 BLK N GAY ST,1600 BLK N GAY ST BALTIMORE MD,Broadway East,Eastern,331.0,13.0,D5,Clifton-Berea,Census Tract 802,21213.0,336751,,"(None, None, None)",,,
26,2591,11640800,5C01020A639CF541,2022/12/16 17:46:00+00,High,CD,COMMON ASSAULT,P223503448,300 W BALTIMORE ST,300 W BALTIMORE ST BALTIMORE MD,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,21201.0,336760,"300, West Baltimore Street, Chinatown, Downtown, Baltimore, Maryland, 21201, United States","(39.2894969, -76.6196485, 0.0)",39.2894969,-76.6196485,0.0
0,2592,11640849,5C01020A639CF85E,2022/12/16 17:59:00+00,High,SD,BURGLARY,P223503511,1000 HOLLINS ST,1000 HOLLINS ST BALTIMORE MD,Hollins Market,Southern,931.0,9.0,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1803,21223.0,336763,"1000, Hollins Street, Hollins Market, Baltimore, Maryland, 21223, United States","(39.287879450000005, -76.63386573190704, 0.0)",39.287879450000005,-76.63386573190704,0.0
1,2593,11640990,5C01020A639CF947,2022/12/16 18:03:00+00,High,CD,AUTO ACC/INJURY,P223503535,W SARATOGA ST/N MARTIN LUTHER KING JR BL,W SARATOGA ST and N MARTIN LUTHER KING JR BL BALTIMORE MD,Poppleton,Central,122.0,11.0,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1801,21201.0,336764,,"(None, None, None)",,,
2,2594,11641345,5C01020A639D16AB,2022/12/16 20:08:00+00,High,SD,DISCHRG FIREARM,P223504104,4200 AUDREY AV,4200 AUDREY AV BALTIMORE MD,Brooklyn,Southern,913.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2504.02,21225.0,336776,"4200, Audrey Avenue, Brooklyn, Baltimore, Anne Arundel County, Maryland, 21225, United States","(39.2297808, -76.6051829070922, 0.0)",39.2297808,-76.6051829070922,0.0
3,2595,11641331,5C01020A639D18BA,2022/12/16 20:17:00+00,High,WD,COMMON ASSAULT,P223504156,400 N SMALLWOOD ST,400 N SMALLWOOD ST BALTIMORE MD,Midtown-Edmondson,Western,722.0,9.0,D8,Southwest Baltimore,Census Tract 2002,21223.0,336777,"West Baltimore Bus Transfer Center, 400, North Smallwood Street, Midtown-Edmondson, Baltimore, Maryland, 21223, United States","(39.293170599999996, -76.65234754140481, 0.0)",39.2931706,-76.65234754140481,0.0
4,2596,11641584,5C01020A639D24EA,2022/12/16 21:09:00+00,High,WD,COMMON ASSAULT,P223504366,1300 N CALHOUN ST,1300 N CALHOUN ST BALTIMORE MD,Sandtown-Winchester,Western,743.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,21217.0,336783,"1300, North Calhoun Street, Sandtown-Winchester, Baltimore, Maryland, 21217, United States","(39.303445, -76.640517, 0.0)",39.303445,-76.640517,0.0
5,2597,11641600,5C01020A639D252B,2022/12/16 21:10:00+00,High,SW,COMMON ASSAULT,P223504376,3700 EDMONDSON AV,3700 EDMONDSON AV BALTIMORE MD,Edgewood,Southwestern,844.0,8.0,D10,Edmondson Village,Census Tract 1608.02,21229.0,336784,"3700, Edmondson Avenue, Edgewood, Baltimore, Maryland, 21229, United States","(39.29418685, -76.67854343255843, 0.0)",39.29418685,-76.67854343255843,0.0
